DortyLogs Has started working, logs made at   Thu Sep 23 10:30:27 2021
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (0, 6 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (0, 2 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (3, 11 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (9, 9 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (8, 11 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (3, 3 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (9, 14 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (12, 2 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (2, 1 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (5, 8 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (7, 11 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (10, 10 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (11, 11 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (14, 6 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (0, 6 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (9, 10 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (13, 0 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (8, 1 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (2, 0 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (0, 5 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (2, 13 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (11, 8 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (7, 11 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (7, 9 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (13, 1 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (5, 1 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (13, 9 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (10, 3 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (5, 10 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (9, 13 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (14, 11 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (7, 1 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (3, 2 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (14, 3 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (6, 5 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (4, 5 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (5, 14 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (7, 14 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (8, 0 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (3, 3 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (12, 2 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (8, 5 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Winned the game. By the end of turn: 170, Reason: NormalWin2: 5 - 11
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (5, 11 )
