DortyLogs Has started working, logs made at   Wed Sep 22 22:21:27 2021
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (0, 13 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (7, 4 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (14, 0 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (8, 9 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (4, 14 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (8, 6 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (13, 2 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (6, 2 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (8, 13 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (11, 10 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (12, 0 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (0, 10 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (6, 1 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (13, 2 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (4, 14 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (9, 0 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (6, 11 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (6, 4 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (5, 1 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (14, 12 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (6, 14 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (14, 0 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (7, 8 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (10, 3 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (5, 7 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (13, 10 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (7, 6 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (11, 8 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (0, 9 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (14, 2 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (5, 10 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (13, 9 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (7, 4 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (8, 8 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (14, 5 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (3, 9 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (14, 0 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (5, 11 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (0, 2 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (3, 1 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (6, 12 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (8, 1 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (7, 12 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (9, 14 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (11, 4 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (14, 6 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (7, 12 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (6, 9 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (12, 0 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (13, 12 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (11, 3 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (12, 7 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (14, 1 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (0, 4 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (4, 2 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (8, 6 )
Nolik Winned the game. By the end of turn: 115, Reason: NormalWin4: 5 - 1
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (3, 3 )
