DortyLogs Has started working, logs made at   Wed Sep 22 22:24:30 2021
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (13, 6 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (2, 13 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (0, 2 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (12, 14 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (10, 13 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (10, 3 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (4, 4 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (0, 11 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (13, 3 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (5, 11 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (13, 10 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (14, 7 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (0, 14 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 4 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (13, 4 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (5, 1 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (3, 14 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (12, 4 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (13, 10 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (9, 3 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (13, 10 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (5, 9 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (13, 6 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (8, 2 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (13, 2 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (13, 7 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (7, 3 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (11, 12 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (11, 13 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (14, 9 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (2, 14 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (7, 7 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (3, 9 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (9, 1 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (9, 10 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (0, 4 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (9, 8 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (0, 8 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (3, 12 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (10, 1 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (8, 10 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (6, 2 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (6, 8 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (13, 2 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (3, 9 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (2, 0 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (13, 9 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (6, 7 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (0, 6 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (0, 10 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (14, 11 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (13, 0 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (10, 7 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (7, 11 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (7, 0 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (14, 11 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (7, 8 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (13, 5 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (0, 14 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (6, 5 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (6, 2 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (3, 4 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (8, 7 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (12, 14 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (12, 2 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (13, 8 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (3, 0 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (6, 9 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (12, 7 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 4 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (8, 13 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (5, 1 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (8, 5 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (11, 7 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (11, 6 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 11 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (11, 4 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (3, 4 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (4, 5 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (11, 10 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (0, 3 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 0 )
Krestik Winned the game. By the end of turn: 142, Reason: NormalWin2: 8 - 10
Krestik Winned the game. By the end of turn: 142, Reason: NormalWin2: 9 - 10
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (12, 10 )
