DortyLogs Has started working, logs made at   Thu Sep 23 10:28:59 2021
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (13, 5 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (2, 12 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (12, 13 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (12, 2 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (14, 8 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (12, 9 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (9, 2 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (9, 2 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (8, 2 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (3, 5 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (2, 10 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (11, 11 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (2, 12 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (9, 1 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (3, 2 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (11, 10 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (9, 7 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (6, 5 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (9, 6 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (6, 4 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (11, 11 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (9, 11 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (10, 11 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (14, 5 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (5, 4 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (4, 8 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (12, 8 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (12, 4 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (6, 7 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (11, 1 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (9, 5 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (13, 2 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (3, 14 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (8, 7 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (0, 9 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (12, 4 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (2, 0 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (2, 9 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (1, 1 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (11, 1 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (7, 8 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (8, 12 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Winned the game. By the end of turn: 166, Reason: NormalWin3: 1 - 8
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (4, 11 )
