DortyLogs Has started working, logs made at   Wed Sep 22 22:17:40 2021
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (9, 10 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (7, 9 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (5, 0 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (6, 0 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (6, 13 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (13, 0 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (3, 14 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (11, 11 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (5, 12 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 1 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (11, 6 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (4, 1 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (0, 11 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (4, 11 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (7, 10 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (6, 6 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (0, 10 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 1 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (14, 14 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (3, 0 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 14 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (8, 4 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (11, 10 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (3, 10 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (14, 13 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (3, 1 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (5, 13 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (12, 7 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (0, 13 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (7, 10 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (12, 12 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (13, 1 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (6, 13 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (6, 12 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 6 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (2, 0 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (8, 8 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (11, 14 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (11, 8 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 8 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (8, 14 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (9, 5 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (12, 14 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 5 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (10, 2 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (2, 11 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (3, 13 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (0, 7 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (14, 9 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (13, 8 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (13, 13 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (2, 5 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (11, 6 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (6, 1 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (0, 7 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (3, 9 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (3, 3 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 14 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (13, 6 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (10, 8 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (8, 5 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (9, 5 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (7, 11 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (3, 4 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (9, 3 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (11, 5 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (3, 0 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (7, 12 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (0, 14 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (2, 2 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (3, 6 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (13, 3 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (6, 14 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (0, 6 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 4 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 14 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (13, 12 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 2 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (0, 7 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (0, 1 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (10, 5 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (8, 4 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (9, 7 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 1 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (10, 9 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (6, 2 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (7, 13 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (2, 1 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (12, 8 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (10, 5 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (5, 8 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (11, 13 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (0, 4 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (13, 13 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (3, 8 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (6, 0 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (14, 4 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (13, 5 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (0, 2 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (4, 0 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (12, 10 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (13, 1 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (2, 0 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (12, 12 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (11, 0 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 11 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (6, 4 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (3, 3 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (11, 13 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (7, 9 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (11, 4 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (7, 9 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (8, 4 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (5, 0 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (12, 4 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (9, 9 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (0, 0 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 10 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (10, 0 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (12, 9 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 4 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 7 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (8, 9 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (8, 10 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (6, 1 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (7, 1 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (8, 11 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (10, 13 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (7, 8 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (4, 2 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (6, 6 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (5, 8 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (9, 14 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 7 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (11, 10 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (0, 2 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (7, 8 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (8, 0 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (4, 12 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (4, 0 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (9, 2 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (14, 12 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (6, 12 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (11, 4 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 5 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 10 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (11, 8 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 12 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (8, 4 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (7, 1 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (8, 11 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (6, 5 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (10, 7 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (6, 1 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (10, 1 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (8, 4 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (12, 8 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (2, 11 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (0, 6 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (0, 9 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (11, 8 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (11, 13 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (9, 11 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (8, 1 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (7, 13 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (8, 13 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (0, 4 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (14, 5 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (7, 5 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (2, 8 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (7, 6 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (4, 10 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (7, 12 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (14, 14 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (14, 14 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (4, 14 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (2, 8 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (3, 7 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (11, 2 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (14, 2 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 11 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (4, 14 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (10, 3 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 6 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (6, 14 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (11, 9 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 4 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (3, 11 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (5, 2 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (12, 5 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (3, 8 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (14, 12 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (5, 4 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (12, 5 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 10 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 1 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (10, 13 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (5, 14 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (3, 10 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (12, 10 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (2, 11 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 8 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (8, 10 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (6, 8 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (10, 2 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (2, 10 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (11, 4 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (13, 10 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (12, 8 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (4, 0 )
Nolik Winned the game. By the end of turn: 279, Reason: NormalWin3: 3 - 6
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (4, 7 )
