DortyLogs Has started working, logs made at   Thu Sep 23 10:37:11 2021
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (3, 10 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (3, 7 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (2, 3 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (12, 8 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (13, 12 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (4, 11 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (5, 9 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (3, 9 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (4, 5 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (4, 11 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (12, 13 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (3, 13 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (1, 4 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (5, 12 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (8, 6 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (7, 14 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (4, 1 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (8, 8 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (11, 12 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (3, 7 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (14, 2 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (0, 9 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (13, 8 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (3, 3 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (9, 6 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (9, 4 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (3, 1 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (7, 0 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (13, 10 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (5, 7 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (12, 2 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (8, 9 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (2, 8 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (14, 10 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (14, 8 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (10, 1 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (4, 9 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (3, 1 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (6, 5 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (3, 14 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (4, 4 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (7, 8 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (4, 6 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (4, 12 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (0, 3 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (1, 9 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (12, 1 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (0, 9 )
Nolik Made a turn, algoritmName: AlwaysPlaceIn(1;1), placed at (1, 1 )
Krestik Win. Turn: 128, Reason: NormalWin3: 3 - 10
Krestik Made a turn, algoritmName: TotallyRandomGosunov, placed at (6, 13 )
