DortyLogs Has started working, logs made at   Thu Sep 23 10:20:42 2021
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (6, 11 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 1 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (0, 14 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 1 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (13, 14 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 1 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (14, 2 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 1 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (3, 13 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 1 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (12, 4 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 1 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 9 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 1 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (0, 2 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 1 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 9 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 1 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 2 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 1 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (10, 2 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 1 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (12, 8 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 1 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (2, 0 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 1 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (3, 7 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 1 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (5, 3 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 1 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (3, 3 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 1 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (2, 13 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 1 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (8, 12 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 1 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (8, 7 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 1 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (9, 3 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 1 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (8, 9 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 1 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (7, 10 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 1 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (13, 7 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 1 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (0, 14 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 1 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (14, 11 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 1 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (9, 9 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 1 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (5, 9 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 1 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (12, 13 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 1 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (10, 2 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 1 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (3, 5 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 1 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (0, 10 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 1 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (4, 4 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 1 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (7, 10 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 1 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (12, 4 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 1 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (7, 8 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 1 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (13, 0 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 1 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 10 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 1 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (4, 7 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 1 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (8, 6 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 1 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (14, 13 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 1 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (11, 11 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 1 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (7, 1 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 1 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (3, 10 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 1 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (2, 1 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 1 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (13, 0 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 1 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (6, 4 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 1 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (14, 14 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 1 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (4, 10 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 1 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (2, 4 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 1 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (2, 0 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 1 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 7 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 1 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (5, 8 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 1 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (14, 9 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 1 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (11, 7 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 1 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (5, 10 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 1 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (7, 6 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 1 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (12, 12 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 1 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (3, 5 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 1 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (7, 13 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 1 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (8, 1 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 1 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (12, 4 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 1 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (3, 7 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 1 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (12, 8 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 1 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (6, 8 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 1 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (7, 11 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 1 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (4, 4 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 1 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (10, 14 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 1 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 8 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 1 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (8, 9 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 1 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (13, 1 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 1 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (13, 8 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 1 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 10 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 1 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (5, 14 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 1 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (7, 1 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 1 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (9, 14 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 1 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (5, 8 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 1 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (13, 5 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 1 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (14, 5 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 1 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (0, 8 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 1 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (8, 2 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 1 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (6, 4 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 1 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (13, 5 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 1 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (7, 12 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 1 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (14, 10 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 1 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (9, 8 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 1 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (8, 2 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 1 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (8, 2 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 1 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (4, 4 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 1 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (3, 14 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 1 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (11, 13 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 1 )
Nolik Winned the game. By the end of turn: 209, Reason: NormalWin4: 14 - 10
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (13, 11 )
