DortyLogs Has started working, logs made at   Wed Sep 22 22:20:10 2021
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (4, 1 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (2, 1 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (5, 11 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (12, 11 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (3, 14 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (11, 14 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (0, 13 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (8, 9 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (12, 12 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (0, 13 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (14, 2 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (13, 9 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (4, 13 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (8, 1 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (0, 11 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (12, 14 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (6, 8 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (14, 1 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (9, 2 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (9, 9 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (6, 6 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (0, 11 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (7, 13 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (6, 9 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (13, 10 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (10, 1 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (10, 11 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (2, 2 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (5, 7 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (14, 7 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (6, 10 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (2, 4 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (10, 7 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (12, 1 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (12, 6 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (3, 3 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 7 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (9, 10 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (5, 12 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (6, 8 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (13, 11 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (12, 0 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (11, 4 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (10, 6 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (13, 4 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (12, 3 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (3, 12 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (8, 0 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (14, 2 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (6, 14 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (11, 1 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (13, 1 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (2, 5 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (3, 12 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (13, 1 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (6, 2 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (13, 2 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (5, 3 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (5, 12 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (0, 4 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (5, 2 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (13, 10 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (11, 10 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (8, 6 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 10 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 0 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 2 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (0, 14 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (9, 6 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (3, 13 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (6, 2 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (8, 2 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (0, 7 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (4, 13 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (5, 13 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 13 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 4 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (2, 12 )
Krestik Winned the game. By the end of turn: 200, Reason: NormalWin4: 7 - 10
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (6, 11 )
