DortyLogs Has started working, logs made at   Thu Sep 23 10:17:02 2021
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (8, 12 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 1 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (5, 12 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 1 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (3, 14 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 1 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (7, 5 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 1 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (12, 0 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 1 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 6 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 1 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (10, 10 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 1 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 8 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 1 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (3, 3 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 1 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (8, 7 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 1 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (14, 0 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 1 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (3, 9 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 1 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (2, 2 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 1 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (6, 0 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 1 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (10, 3 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 1 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (8, 7 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 1 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (10, 6 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 1 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (2, 9 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 1 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (8, 1 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 1 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (14, 0 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 1 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (5, 12 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 1 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (10, 14 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 1 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (3, 2 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 1 )
Nolik Winned the game. By the end of turn: 89, Reason: NormalWin4: 7 - 6
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (5, 8 )
