DortyLogs Has started working, logs made at   Wed Sep 22 22:24:42 2021
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (7, 0 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (3, 13 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (8, 10 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (10, 3 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (14, 10 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (2, 1 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (5, 3 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (7, 14 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (7, 5 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (13, 2 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (12, 0 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 4 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (8, 4 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (8, 3 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (14, 13 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (2, 2 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (8, 6 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (12, 12 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (14, 9 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (0, 10 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 11 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (6, 0 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (11, 0 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (7, 14 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (14, 11 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (8, 3 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (11, 6 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (5, 0 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (12, 12 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (10, 14 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (8, 14 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 3 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (2, 8 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (0, 7 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (8, 10 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (13, 5 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (11, 6 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (13, 6 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (11, 8 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (0, 5 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (6, 13 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (11, 5 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (7, 6 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (11, 4 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (10, 5 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (7, 2 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (14, 5 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (0, 9 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (5, 1 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (4, 6 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (9, 8 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (14, 4 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (9, 5 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (9, 8 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (8, 11 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (14, 1 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (3, 13 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (8, 5 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (11, 12 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (2, 14 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (14, 2 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (9, 2 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (9, 4 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (1, 8 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (7, 5 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (12, 2 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (5, 8 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (7, 4 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (14, 14 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (0, 0 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (4, 12 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (4, 13 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (7, 5 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (12, 4 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (3, 11 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (10, 9 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (0, 3 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (2, 9 )
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (14, 13 )
Nolik Made a turn, algoritmName: PLACEHOLDER, placed at (14, 0 )
Krestik Winned the game. By the end of turn: 108, Reason: NormalWin1: 14 - 9
Krestik Winned the game. By the end of turn: 108, Reason: NormalWin1: 14 - 10
Krestik Made a turn, algoritmName: PLACEHOLDER, placed at (14, 12 )
